week_ending_date,retailer_name,wmt_item_number,region,brand_name,category,sub_category,sku_id,sku_description,upc,dollar_sales,unit_sales,velocity_per_store,avg_selling_price,num_stores_selling,acv_distribution_pct,oos_rate_pct,prior_year_dollar_sales,prior_year_unit_sales,yoy_dollar_growth_pct
2023-11-18,Walmart,007234105,South Central,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,10469.44,1701,2.667,6.15,638,71.91,1.66,8994,1499,16.4
2023-11-18,Walmart,007234105,Southeast,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,12454.24,2169,3.46,5.74,627,72.95,3.29,10086,1681,23.48
2023-11-18,Walmart,007234105,West,Silke,Personal Care,Hair Care,SKU-C05,Silke Classic 2-in-1 Shampoo+Cond 24oz,0-85931-00305-0,12437.39,2171,3.366,5.73,645,71.13,1.94,10872,1812,14.4
2023-11-18,Walmart,007234106,Midwest,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,13496.59,1610,2.543,8.38,633,69.94,2.05,12442.01,1526,8.48
2023-11-18,Walmart,007234106,Northeast,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,15836.7,1905,2.657,8.31,717,55.49,3.83,13387.8,1642,18.29
2023-11-18,Walmart,007234106,South Central,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,15619.23,1886,3.022,8.28,624,64.42,3.12,11284.24,1384,38.42
2023-11-18,Walmart,007234106,Southeast,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,12904.55,1619,2.782,7.97,582,78.43,1.38,12009.88,1473,7.45
2023-11-18,Walmart,007234106,West,Silke,Personal Care,Hair Care,SKU-C06,Silke Pro Color-Protect Shampoo 32oz,0-85931-00306-7,17785.76,2168,3.058,8.2,709,63.5,2.9,15328.3,1880,16.03
2023-11-18,Walmart,007234107,Midwest,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4033.02,511,0.978,7.89,523,80.71,2.19,3312,414,21.77
2023-11-18,Walmart,007234107,Northeast,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4156.46,525,0.915,7.92,574,74.58,5.07,3448,431,20.55
2023-11-18,Walmart,007234107,South Central,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4750.26,644,0.929,7.38,693,54.55,1.97,4032,504,17.81
2023-11-18,Walmart,007234107,Southeast,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,4863.87,599,0.87,8.12,689,73.41,1.42,4576,572,6.29
2023-11-18,Walmart,007234107,West,Silke,Personal Care,Hair Care,SKU-C07,Silke Max Salon Kit Shampoo+Cond 6pk,0-85931-00307-4,5125.93,653,0.91,7.85,718,71.39,2.16,5000,625,2.52
2023-11-18,Walmart,007234108,Midwest,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,6752.39,795,1.2,8.49,662,70.3,2.39,5232.5,609,29.05
2023-11-18,Walmart,007234108,Northeast,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,4794.12,578,1.019,8.29,567,72.42,1.35,4253.02,495,12.72
2023-11-18,Walmart,007234108,South Central,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,5095.56,570,0.963,8.94,592,75.81,2.15,4304.57,501,18.38
2023-11-18,Walmart,007234108,Southeast,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,6650.04,779,1.182,8.54,659,77.13,2.8,5464.49,636,21.7
2023-11-18,Walmart,007234108,West,Silke,Personal Care,Hair Care,SKU-C08,Silke Pure Sulfate-Free Shampoo 12pk Travel,0-85931-00308-1,6904.13,815,1.192,8.47,684,76.72,4.05,5945.64,692,16.12
2023-11-18,Walmart,007234109,Midwest,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,7166.24,834,1.339,8.59,623,68.16,2.6,6331.81,737,13.18
2023-11-18,Walmart,007234109,Northeast,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,5347.93,630,1.163,8.49,542,65.94,1.58,5232.12,609,2.21
2023-11-18,Walmart,007234109,South Central,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,7228.76,846,1.306,8.54,648,77.48,2.92,6056.88,705,19.35
2023-11-18,Walmart,007234109,Southeast,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,6784.33,834,1.489,8.13,560,81.37,3.95,5970.97,695,13.62
2023-11-18,Walmart,007234109,West,Silke,Personal Care,Hair Care,SKU-C09,Silke Value Bundle Shampoo+Cond+Mask,0-85931-00309-8,8479.43,976,1.42,8.69,687,72.42,14.37,7680.64,894,10.4
2023-11-18,Walmart,007234110,Midwest,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,16458.74,2149,3.133,7.66,686,73.72,1.41,14830.87,1992,10.98
2023-11-18,Walmart,007234110,Northeast,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,13511.18,1835,3.242,7.36,566,67.91,3.14,11629.42,1562,16.18
2023-11-18,Walmart,007234110,South Central,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,14558.74,1960,3.402,7.43,576,72.04,3.35,11458.18,1539,27.06
2023-11-18,Walmart,007234110,Southeast,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,16301.59,2229,3.193,7.31,698,78.22,2.24,15850.86,2129,2.84
2023-11-18,Walmart,007234110,West,Silke,Personal Care,Hair Care,SKU-C10,Silke XL Family Shampoo 48oz,0-85931-00310-4,18692.65,2495,3.381,7.49,738,69.59,1.99,17555.81,2358,6.48
2023-11-11,Walmart,003825541,Midwest,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,23046.14,5882,8.499,3.92,692,73.22,1.28,18861.54,4882,22.19
2023-11-11,Walmart,003825541,Northeast,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,23355.1,6083,7.788,3.84,781,73.94,1.69,20221.49,5234,15.5
2023-11-11,Walmart,003825541,South Central,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,19798.46,5085,7.223,3.89,704,72.56,4.08,17652.27,4569,12.16
2023-11-11,Walmart,003825541,Southeast,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,27662.2,7008,8.12,3.95,863,59.55,2.23,24699.27,6393,12
2023-11-11,Walmart,003825541,West,Apex,Snacks,Salty Snacks,SKU-A01,Apex Original Sea Salt Thin Crisps 4oz,0-72820-00101-4,30474.67,7963,9.101,3.83,875,66.03,3.33,26233.08,6790,16.17
2023-11-11,Walmart,003825542,Midwest,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,17726.36,5163,6.586,3.43,784,67.64,0.5,14229.24,4149,24.58
2023-11-11,Walmart,003825542,Northeast,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,17722.17,5029,6.643,3.52,757,66.34,2.52,13052.9,3806,35.77
2023-11-11,Walmart,003825542,South Central,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,12346.29,3581,4.919,3.45,728,66.28,3.59,12154.36,3544,1.58
2023-11-11,Walmart,003825542,Southeast,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,17383.16,4805,6.365,3.62,755,76.06,1,14387,4195,20.83
2023-11-11,Walmart,003825542,West,Apex,Snacks,Salty Snacks,SKU-A02,Apex Bold BBQ Kettle Chips 8oz,0-72820-00102-1,18187.72,5433,6.642,3.35,818,75.98,3.25,16331.56,4762,11.37
2023-11-11,Walmart,003825543,Midwest,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,34444.04,7339,10.18,4.69,721,72.34,1.76,26296.87,5699,30.98
2023-11-11,Walmart,003825543,Northeast,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,27651.9,5986,6.913,4.62,866,75.58,1.51,30006.76,6503,-7.85
2023-11-11,Walmart,003825543,South Central,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,30322.14,6691,8.291,4.53,807,61.9,1.65,27076.69,5868,11.99
2023-11-11,Walmart,003825543,Southeast,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,28918.82,6544,9.295,4.42,704,75.99,1.18,26961.33,5843,7.26
2023-11-11,Walmart,003825543,West,Apex,Snacks,Salty Snacks,SKU-A03,Apex Lite Veggie Straws 12oz,0-72820-00103-8,40355.71,8713,9.845,4.63,885,70.7,4.21,35507,7695,13.66
2023-11-11,Walmart,003825544,Midwest,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,9421.65,3187,3.854,2.96,827,66.33,2.97,7899.61,2549,19.27
2023-11-11,Walmart,003825544,Northeast,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,7980.91,2552,3.44,3.13,742,73.99,4.92,6734.35,2173,18.51
2023-11-11,Walmart,003825544,South Central,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,7225.01,2294,3.05,3.15,752,71.26,0.74,6610.39,2133,9.3
2023-11-11,Walmart,003825544,Southeast,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,7916.63,2493,3.526,3.18,707,90.42,1.39,7093.85,2289,11.6
2023-11-11,Walmart,003825544,West,Apex,Snacks,Salty Snacks,SKU-A04,Apex Premium Aged Cheddar Puffs 16oz,0-72820-00104-5,7718.16,2550,3.342,3.03,763,78.41,3.96,8017.38,2587,-3.73
2023-11-11,Walmart,003825545,Midwest,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,5411.8,1838,2.652,2.94,693,59.24,2.24,5175,1725,4.58
2023-11-11,Walmart,003825545,Northeast,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,5785.07,2036,2.672,2.84,762,74.67,3.15,5406,1802,7.01
2023-11-11,Walmart,003825545,South Central,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,5371.82,1821,2.494,2.95,730,61.92,1.41,5016,1672,7.09
2023-11-11,Walmart,003825545,Southeast,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,6608.58,2120,2.67,3.12,794,62.34,2.11,6225,2075,6.16
2023-11-11,Walmart,003825545,West,Apex,Snacks,Salty Snacks,SKU-A05,Apex Classic White Cheddar Popcorn 24oz,0-72820-00105-2,7337.2,2433,3.061,3.02,795,77.03,2.98,6531,2177,12.34
2023-11-11,Walmart,003825546,Midwest,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,15030.55,3457,4.939,4.35,700,61.98,2.78,13635.65,3029,10.23
2023-11-11,Walmart,003825546,Northeast,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,13535.29,3161,5.182,4.28,610,75.98,2.07,11290.26,2508,19.88
2023-11-11,Walmart,003825546,South Central,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,12503.05,2878,4.812,4.34,598,64.95,6.49,10718.55,2381,16.65
2023-11-11,Walmart,003825546,Southeast,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,15366.08,3477,4.51,4.42,771,78.92,12.87,15769.45,3503,-2.56
2023-11-11,Walmart,003825546,West,Apex,Snacks,Salty Snacks,SKU-A06,Apex Pro Protein Pretzels 32oz,0-72820-00106-9,21229.7,5068,6.249,4.19,811,71.28,3.18,17381.06,3861,22.14
2023-11-11,Walmart,003825547,Midwest,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,22427.65,5392,6.285,4.16,858,68.45,1.06,20607.72,4916,8.83
2023-11-11,Walmart,003825547,Northeast,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,17338.95,4164,6.27,4.16,664,73.32,2.15,15149.78,3614,14.45
2023-11-11,Walmart,003825547,South Central,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,17077.32,4143,6.128,4.12,676,80.51,2.86,14935.99,3563,14.34
2023-11-11,Walmart,003825547,Southeast,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,20328.02,4926,6.316,4.13,780,61.17,2.34,19672.91,4693,3.33
2023-11-11,Walmart,003825547,West,Apex,Snacks,Salty Snacks,SKU-A07,Apex Max Variety Pack 6ct,0-72820-00107-6,17380.34,4255,6.36,4.08,669,53.04,1.32,17673.34,4216,-1.66
2023-11-11,Walmart,003825548,Midwest,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,20913.99,4728,6.398,4.42,739,77.82,3.53,17153.01,3799,21.93
2023-11-11,Walmart,003825548,Northeast,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,17029.63,3764,5.431,4.52,693,61.52,2.24,15279.23,3384,11.46
2023-11-11,Walmart,003825548,South Central,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,16942.09,3809,5.833,4.45,653,70.68,0.7,13942.75,3088,21.51
2023-11-11,Walmart,003825548,Southeast,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,21944.75,5117,6.421,4.29,797,66.68,2.52,19424.13,4302,12.98
2023-11-11,Walmart,003825548,West,Apex,Snacks,Salty Snacks,SKU-A08,Apex Pure Unsalted Rice Cakes 12pk,0-72820-00108-3,26439.75,5834,6.745,4.53,865,77.94,1.16,22088.06,4892,19.7
2023-11-11,Walmart,003825549,Midwest,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,13137.01,4230,4.948,3.11,855,73.7,2.94,11594.49,3533,13.3
2023-11-11,Walmart,003825549,Northeast,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,12266.59,3770,5.033,3.25,749,73.02,2.85,9648.4,2940,27.14
2023-11-11,Walmart,003825549,South Central,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,11362.83,3609,5.104,3.15,707,63.32,3.37,8821.4,2688,28.81
2023-11-11,Walmart,003825549,Southeast,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,12148.13,3622,4.849,3.35,747,70.32,4.35,10636.21,3241,14.21
2023-11-11,Walmart,003825549,West,Apex,Snacks,Salty Snacks,SKU-A09,Apex Value Mix Party Pack 36oz,0-72820-00109-0,15330.21,4754,5.573,3.22,853,73.61,3.26,12723.42,3877,20.49
2023-11-11,Walmart,003825550,Midwest,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,26063.89,7068,8.014,3.69,882,68.23,10.34,21849.61,6145,19.29
2023-11-11,Walmart,003825550,Northeast,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,20483.08,5889,7.343,3.48,802,61.07,4.23,18873.51,5308,8.53
2023-11-11,Walmart,003825550,South Central,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,22931.95,6070,7.914,3.78,767,79.56,1.76,17479.69,4916,31.19
2023-11-11,Walmart,003825550,Southeast,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,27719.1,7736,10.179,3.58,760,73.81,3.35,19769.54,5560,40.21
2023-11-11,Walmart,003825550,West,Apex,Snacks,Salty Snacks,SKU-A10,Apex XL Family Size Tortilla Chips 48oz,0-72820-00110-6,25112.22,7025,8.926,3.57,787,76.63,2.57,21447.82,6032,17.09
2023-11-11,Walmart,005519301,Midwest,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,22359.17,8976,11.921,2.49,753,73.55,4.02,21252.71,8162,5.21
2023-11-11,Walmart,005519301,Northeast,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,19554.43,7957,11.548,2.46,689,84.65,0.5,18474.39,7095,5.85
2023-11-11,Walmart,005519301,South Central,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,22832.19,8734,11.645,2.61,750,74.8,2.68,19474.28,7479,17.24
2023-11-11,Walmart,005519301,Southeast,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,30674.79,12001,14.889,2.56,806,66.78,3.17,23887.82,9174,28.41
2023-11-11,Walmart,005519301,West,Bolt,Beverages,Energy Drinks,SKU-B01,Bolt Original Energy Drink 12oz Single,0-61126-00201-3,27307.95,10375,13.509,2.63,768,74.23,2.76,23843.55,9157,14.53
2023-11-11,Walmart,005519302,Midwest,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,35566.08,12759,17.312,2.79,737,60.94,1.94,38350.53,13539,-7.26
2023-11-11,Walmart,005519302,Northeast,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,43172.24,14421,19.621,2.99,735,65.28,3.34,36333.72,12827,18.82
2023-11-11,Walmart,005519302,South Central,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,35506.63,12642,19.939,2.81,634,78.97,0.99,30351.28,10715,16.99
2023-11-11,Walmart,005519302,Southeast,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,42869.44,15749,20.943,2.72,752,72.92,2.4,41086.82,14505,4.34
2023-11-11,Walmart,005519302,West,Bolt,Beverages,Energy Drinks,SKU-B02,Bolt Zero Sugar Energy 16oz Can,0-61126-00202-0,52113.13,17758,22.365,2.93,794,78.69,1.5,45449.02,16045,14.66
2023-11-11,Walmart,005519303,Midwest,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,27370.13,11453,16.647,2.39,688,81.39,1.35,23239.3,9507,17.78
2023-11-11,Walmart,005519303,Northeast,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,28263.8,11794,15.16,2.4,778,62.39,3.03,24967.52,10214,13.2
2023-11-11,Walmart,005519303,South Central,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,21420.24,8611,14.025,2.49,614,72.68,0.59,19081.3,7806,12.26
2023-11-11,Walmart,005519303,Southeast,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,32947.6,13576,19.068,2.43,712,63.95,1.18,25253.52,10331,30.47
2023-11-11,Walmart,005519303,West,Bolt,Beverages,Energy Drinks,SKU-B03,Bolt Citrus Burst Energy 12oz Single,0-61126-00203-7,36361.44,14505,16.945,2.51,856,74.55,4.25,31807.06,13012,14.32
2023-11-11,Walmart,005519304,Midwest,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,10707.7,3864,5.584,2.77,692,75.74,3.91,10508.02,3710,1.9
2023-11-11,Walmart,005519304,Northeast,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,9360.96,3400,5.089,2.75,668,93.48,1.37,9635.66,3402,-2.85
2023-11-11,Walmart,005519304,South Central,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,11257.22,4125,6.516,2.73,633,77.43,2.64,8842.6,3122,27.31
2023-11-11,Walmart,005519304,Southeast,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,13093.01,4476,6.295,2.93,711,70.63,1.25,11335.07,4002,15.51
2023-11-11,Walmart,005519304,West,Bolt,Beverages,Energy Drinks,SKU-B04,Bolt Blue Raspberry Energy 16oz Can,0-61126-00204-4,16602.13,5873,8.306,2.83,707,71.04,1.98,11808.07,4169,40.6
2023-11-11,Walmart,005519305,Midwest,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,12178.5,4210,6.015,2.89,700,73.37,1.96,10522.73,3750,15.74
2023-11-11,Walmart,005519305,Northeast,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,10506.99,3734,5.087,2.81,734,88.97,3.36,10480.64,3735,0.25
2023-11-11,Walmart,005519305,South Central,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,9543.12,3271,5.071,2.92,645,75.1,0.5,8920.47,3179,6.98
2023-11-11,Walmart,005519305,Southeast,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,16320.52,5927,7.687,2.75,771,75.15,3.88,12169.89,4337,34.11
2023-11-11,Walmart,005519305,West,Bolt,Beverages,Energy Drinks,SKU-B05,Bolt Classic Energy Blend 24oz,0-61126-00205-1,13105.02,4730,6.806,2.77,695,62.14,2.6,11490.83,4095,14.05
2023-11-11,Walmart,005519306,Midwest,Bolt,Beverages,Energy Drinks,SKU-B06,Bolt Pro Pre-Workout Energy 32oz,0-61126-00206-8,22629.03,9268,12.661,2.44,732,69.18,2.51,17753.29,7412,27.46
2023-11-11,Walmart,005519306,Northeast,Bolt,Beverages,Energy Drinks,SKU-B06,Bolt Pro Pre-Workout Energy 32oz,0-61126-00206-8,15292.21,6548,10.328,2.34,634,56.81,2.01,14608.38,6099,4.68
2023-11-11,Walmart,005519306,South Central,Bolt,Beverages,Energy Drinks,SKU-B06,Bolt Pro Pre-Workout Energy 32oz,0-61126-00206-8,15240.7,6080,10.099,2.51,602,76.73,0.5,13432.33,5608,13.46
2023-11-11,Walmart,005519306,Southeast,Bolt,Beverages,Energy Drinks,SKU-B06,Bolt Pro Pre-Workout Energy 32oz,0-61126-00206-8,24076.97,9986,13.606,2.41,734,60.28,3.21,18692.21,7804,28.81
2023-11-11,Walmart,005519306,West,Bolt,Beverages,Energy Drinks,SKU-B06,Bolt Pro Pre-Workout Energy 32oz,0-61126-00206-8,26378.42,10910,13.387,2.42,815,70.68,1.33,21743.7,9078,21.32
2023-11-11,Walmart,005519307,Midwest,Bolt,Beverages,Energy Drinks,SKU-B07,Bolt Max Energy Variety 6pk 12oz,0-61126-00207-5,17588.34,6936,9.067,2.54,765,64.54,3.24,15293.15,5787,15.01
2023-11-11,Walmart,005519307,Northeast,Bolt,Beverages,Energy Drinks,SKU-B07,Bolt Max Energy Variety 6pk 12oz,0-61126-00207-5,14575.34,5512,7.121,2.64,774,77.18,2.96,14701.19,5563,-0.86
2023-11-11,Walmart,005519307,South Central,Bolt,Beverages,Energy Drinks,SKU-B07,Bolt Max Energy Variety 6pk 12oz,0-61126-00207-5,13960.6,5446,7.905,2.56,689,59.83,2.63,12671.62,4795,10.17
2023-11-11,Walmart,005519307,Southeast,Bolt,Beverages,Energy Drinks,SKU-B07,Bolt Max Energy Variety 6pk 12oz,0-61126-00207-5,23029.44,8160,9.657,2.82,845,75.04,2.82,17737.62,6712,29.83
2023-11-11,Walmart,005519307,West,Bolt,Beverages,Energy Drinks,SKU-B07,Bolt Max Energy Variety 6pk 12oz,0-61126-00207-5,20962.6,8030,9.167,2.61,876,78.76,4.57,19265.09,7290,8.81
2023-11-11,Walmart,005519308,Midwest,Bolt,Beverages,Energy Drinks,SKU-B08,Bolt Pure Sugar-Free Energy 12pk 12oz,0-61126-00208-2,16399.75,5990,8.366,2.74,716,65.85,1.44,11879.05,4184,38.06
2023-11-11,Walmart,005519308,Northeast,Bolt,Beverages,Energy Drinks,SKU-B08,Bolt Pure Sugar-Free Energy 12pk 12oz,0-61126-00208-2,13175.45,4535,6.967,2.91,651,61.69,2.94,10260.73,3614,28.41
2023-11-11,Walmart,005519308,South Central,Bolt,Beverages,Energy Drinks,SKU-B08,Bolt Pure Sugar-Free Energy 12pk 12oz,0-61126-00208-2,9946.71,3526,5.678,2.82,621,73.09,1.6,9477.12,3338,4.95
2023-11-11,Walmart,005519308,Southeast,Bolt,Beverages,Energy Drinks,SKU-B08,Bolt Pure Sugar-Free Energy 12pk 12oz,0-61126-00208-2,15739.02,5566,7.276,2.83,765,80.2,1.95,13324.19,4693,18.12
2023-11-11,Walmart,005519308,West,Bolt,Beverages,Energy Drinks,SKU-B08,Bolt Pure Sugar-Free Energy 12pk 12oz,0-61126-00208-2,20033.24,6906,7.606,2.9,908,83.6,3.07,16569.35,5836,20.91
2023-11-11,Walmart,005519309,Midwest,Bolt,Beverages,Energy Drinks,SKU-B09,Bolt Value Energy Multipack 18pk,0-61126-00209-9,21892.56,6516,7.693,3.36,847,71.88,3.28,19257.73,5900,13.68
2023-11-11,Walmart,005519309,Northeast,Bolt,Beverages,Energy Drinks,SKU-B09,Bolt Value Energy Multipack 18pk,0-61126-00209-9,20778.37,6319,8.838,3.29,715,87.69,2.6,15442.09,4731,34.56
2023-11-11,Walmart,005519309,South Central,Bolt,Beverages,Energy Drinks,SKU-B09,Bolt Value Energy Multipack 18pk,0-61126-00209-9,18863.3,5743,7.41,3.28,775,73.21,0.61,16209.13,4966,16.37
2023-11-11,Walmart,005519309,Southeast,Bolt,Beverages,Energy Drinks,SKU-B09,Bolt Value Energy Multipack 18pk,0-61126-00209-9,21453.45,6371,9.314,3.37,684,67.09,2.09,16326.64,5002,31.4
